vehicle.make,vehicle.model,vehicle.year,vehicle.type,fuelType,reviewCount,rating,location.city
Lincoln,MKZ,2014,car,GASOLINE,1,5.0,Orlando
Toyota,Corolla,2016,car,GASOLINE,6,4.83,Titusville
Nissan,Sentra,2017,car,GASOLINE,67,4.97,Orlando
Hyundai,Sonata,2013,car,GASOLINE,23,4.65,Titusville
Honda,CR-V,2018,suv,GASOLINE,6,5.0,Orlando
Ford,Mustang,2015,car,GASOLINE,45,4.96,Orlando
Ford,Focus,2016,car,GASOLINE,40,4.95,Orlando
Chevrolet,Equinox,2015,suv,GASOLINE,32,4.91,Kissimmee
Volkswagen,Tiguan,2018,suv,GASOLINE,60,4.98,Orlando
Jaguar,XF,2013,car,GASOLINE,10,5.0,Orlando
Ford,Fusion,2015,car,GASOLINE,11,4.82,Kissimmee
Ford,Fusion,2013,car,GASOLINE,0,,Orlando
Hyundai,Elantra,2019,car,GASOLINE,59,4.98,Orlando
Hyundai,Elantra,2019,car,GASOLINE,65,4.94,Orlando
Nissan,Altima,2015,car,GASOLINE,2,5.0,Altamonte Springs
Nissan,Altima,2013,car,GASOLINE,4,5.0,Titusville
Volkswagen,Jetta,2016,car,GASOLINE,41,5.0,Orlando
Kia,Optima,2012,car,GASOLINE,7,4.86,Kissimmee
Kia,Soul,2018,car,GASOLINE,41,5.0,Orlando
Mitsubishi,Outlander,2017,suv,GASOLINE,41,4.95,Orlando
Jeep,Cherokee,2015,suv,GASOLINE,9,4.56,Orlando
Hyundai,Sonata,2010,car,GASOLINE,38,4.87,Sanford
Nissan,Altima,2011,car,GASOLINE,12,4.5,Orlando
Hyundai,Elantra,2020,car,GASOLINE,10,5.0,Orlando
Nissan,Versa,2019,car,GASOLINE,14,4.79,Altamonte Springs
Nissan,Versa,2015,car,GASOLINE,7,4.86,Orlando
FIAT,500,2012,car,GASOLINE,13,5.0,Orlando
Hyundai,Accent,2018,car,GASOLINE,59,4.93,Orlando
Hyundai,Accent,2017,car,GASOLINE,31,4.87,Orlando
Chevrolet,Aveo,2011,car,GASOLINE,12,4.42,Orlando
Chevrolet,Corvette,2017,car,GASOLINE,66,4.95,Daly City
Tesla,Model S,2013,car,ELECTRIC,30,4.83,Millbrae
Jaguar,F-TYPE,2020,car,GASOLINE,28,5.0,South San Francisco
Porsche,718 Boxster,2017,car,GASOLINE,163,4.96,San Francisco
Mazda,MX-5 Miata,2017,car,GASOLINE,16,5.0,San Bruno
Honda,Accord,2009,car,GASOLINE,152,4.97,San Bruno
Chevrolet,Volt,2013,car,HYBRID,1,5.0,South San Francisco
BMW,Z4,2011,car,GASOLINE,109,4.9,Burlingame
Porsche,911,2013,car,GASOLINE,121,4.98,San Francisco
Land Rover,Range Rover Sport,2014,suv,GASOLINE,63,4.78,Burlingame
Ford,Mustang,2016,car,GASOLINE,145,4.94,Burlingame
BMW,4 Series,2014,car,GASOLINE,82,4.96,Burlingame
Honda,Accord Hybrid,2015,car,HYBRID,9,4.67,Foster City
Tesla,Model S,2017,car,ELECTRIC,13,4.77,South San Francisco
BMW,2 Series,2014,car,GASOLINE,77,4.92,Burlingame
BMW,Z4,2011,car,GASOLINE,225,4.99,Millbrae
Tesla,Model X,2016,suv,ELECTRIC,80,4.99,San Mateo
Volkswagen,Jetta,2019,car,GASOLINE,33,4.82,South San Francisco
Tesla,Model S,2017,car,ELECTRIC,19,4.95,Hillsborough
BMW,3 Series,2014,car,GASOLINE,135,4.92,Burlingame
Nissan,Versa,2015,car,GASOLINE,23,4.74,San Mateo
Porsche,718 Boxster,2017,car,GASOLINE,48,4.98,South San Francisco
Volkswagen,Passat,2014,car,GASOLINE,25,4.96,San Mateo
BMW,3 Series,2015,car,GASOLINE,96,4.82,Burlingame
Chevrolet,Corvette Stingray,2014,car,GASOLINE,95,4.99,San Bruno
Porsche,718 Boxster,2017,car,GASOLINE,154,4.97,South San Francisco
Porsche,911,2013,car,GASOLINE,141,4.98,South San Francisco
Kia,Forte,2011,car,GASOLINE,9,5.0,San Mateo
BMW,3 Series,2014,car,GASOLINE,0,,San Mateo
Porsche,911,2017,car,GASOLINE,97,4.95,South San Francisco
Tesla,Model 3,2018,car,ELECTRIC,51,4.94,San Francisco
Jeep,Grand Cherokee,2014,suv,GASOLINE,89,4.84,Burlingame
Mazda,MX-5 Miata,2016,car,GASOLINE,12,5.0,South San Francisco
Tesla,Model 3,2018,car,ELECTRIC,57,4.89,San Francisco
Tesla,Model 3,2018,car,ELECTRIC,58,5.0,San Francisco
Jeep,Wrangler,2015,suv,GASOLINE,108,4.87,Burlingame
Honda,Civic,2008,car,HYBRID,109,4.9,San Bruno
Toyota,Yaris,2009,car,GASOLINE,15,4.8,San Bruno
Tesla,Model 3,2017,car,ELECTRIC,248,4.91,San Francisco
BMW,5 Series,2014,car,GASOLINE,0,,Oakland
Jeep,Grand Cherokee,2015,suv,GASOLINE,24,5.0,Burlingame
Honda,Civic,2008,car,GASOLINE,67,4.87,San Bruno
Mercedes-Benz,S-Class,2018,car,GASOLINE,0,,San Francisco
Tesla,Model S,2015,car,ELECTRIC,70,4.94,San Mateo
Tesla,Model S,2013,car,ELECTRIC,19,4.47,San Francisco
Infiniti,QX60,2016,suv,GASOLINE,8,5.0,San Mateo
Porsche,Macan,2015,suv,GASOLINE,39,4.92,South San Francisco
Toyota,4Runner,2019,suv,GASOLINE,18,4.94,Burlingame
Porsche,Macan,2015,suv,GASOLINE,77,5.0,South San Francisco
Porsche,Macan,2015,suv,GASOLINE,113,4.95,South San Francisco
Nissan,370Z,2013,car,GASOLINE,5,5.0,San Mateo
Porsche,Cayenne,2016,suv,GASOLINE,48,4.83,South San Francisco
Porsche,Macan,2017,suv,GASOLINE,37,4.86,South San Francisco
Audi,R8,2011,car,GASOLINE,30,4.9,San Bruno
Ford,Fusion Energi,2017,car,HYBRID,15,4.8,San Francisco
Mercedes-Benz,C-Class,2018,car,GASOLINE,51,4.98,Sausalito
Porsche,Cayenne,2016,suv,GASOLINE,53,4.89,South San Francisco
Toyota,Yaris,2015,car,GASOLINE,16,4.56,Millbrae
Toyota,Prius Prime,2017,car,HYBRID,62,4.84,San Francisco
Mercedes-Benz,GLE-Class,2016,suv,GASOLINE,8,4.88,Mountain View
Ford,Mustang,2018,car,GASOLINE,0,,San Bruno
Tesla,Model X,2017,suv,ELECTRIC,35,4.97,Oakland
Toyota,Prius,2016,car,HYBRID,70,4.94,South San Francisco
BMW,X3,2017,suv,GASOLINE,3,5.0,San Mateo
Tesla,Model S,2017,car,ELECTRIC,102,4.93,San Francisco
Jaguar,F-TYPE,2018,car,GASOLINE,49,5.0,South San Francisco
GMC,Acadia,2010,suv,GASOLINE,38,4.68,Millbrae
Porsche,911,2013,car,GASOLINE,33,5.0,San Bruno
Tesla,Model 3,2018,car,ELECTRIC,6,5.0,Healdsuburg
Honda,Odyssey,2015,minivan,GASOLINE,10,5.0,Pacifica
Mercedes-Benz,S-Class,2016,car,GASOLINE,1,5.0,San Francisco
BMW,4 Series,2018,car,GASOLINE,8,5.0,San Bruno 
Tesla,Model 3,2019,car,ELECTRIC,9,5.0,San Bruno
Dodge,Grand Caravan,2015,minivan,GASOLINE,21,4.71,San Francisco
Toyota,Tundra,2017,truck,GASOLINE,1,5.0,Calistoga
Ferrari,California,2012,car,GASOLINE,13,5.0,Burlingame
Tesla,Model 3,2018,car,ELECTRIC,38,4.97,San Francisco
Tesla,Model 3,2020,car,ELECTRIC,0,,Springfield
Jeep,Wrangler,2018,suv,GASOLINE,0,,Republic
Lincoln,MKC,2015,suv,GASOLINE,11,5.0,Springfield
Chevrolet,HHR,2010,car,GASOLINE,1,5.0,Springfield
Toyota,Tundra,2011,truck,GASOLINE,0,,Nixa
Jeep,Wrangler,2009,suv,GASOLINE,7,5.0,Nixa
Tesla,Model S,2017,car,ELECTRIC,34,4.97,San Jose
Honda,Odyssey,2008,minivan,GASOLINE,2,5.0,San Jose
Audi,S5,2018,car,GASOLINE,5,5.0,San Jose
Infiniti,QX60,2016,suv,GASOLINE,27,5.0,San Jose
Mazda,MX-5 Miata,2016,car,GASOLINE,7,5.0,Santa Clara
Tesla,Model 3,2017,car,ELECTRIC,12,5.0,Cupertino
Tesla,Model S,2013,car,ELECTRIC,8,5.0,San Jose
Mercedes-Benz,CLA-Class,2018,car,GASOLINE,5,5.0,Sunnyvale
Toyota,Prius,2014,car,HYBRID,0,,San Jose
Audi,S5,2018,car,GASOLINE,4,5.0,Campbell
Jeep,Wrangler JK,2018,suv,GASOLINE,26,4.96,San Jose
Porsche,718 Boxster,2017,car,GASOLINE,19,5.0,Sunnyvale
Chevrolet,Bolt EV,2017,car,ELECTRIC,15,5.0,San Jose
BMW,X5,2019,suv,GASOLINE,5,4.8,San Jose
Chevrolet,Suburban,2013,suv,GASOLINE,29,4.93,San Jose
Tesla,Model S,2018,car,ELECTRIC,3,5.0,San Jose
Toyota,Prius Prime,2017,car,HYBRID,14,5.0,San Jose
Toyota,Prius Prime,2017,car,HYBRID,73,4.9,San Jose
Tesla,Model 3,2018,car,ELECTRIC,42,5.0,Los Gatos
Tesla,Model 3,2020,car,ELECTRIC,5,5.0,San Jose
Toyota,RAV4,2015,suv,GASOLINE,20,5.0,San Jose
Porsche,Boxster,2013,car,GASOLINE,12,5.0,Sunnyvale
Tesla,Model 3,2018,car,ELECTRIC,21,5.0,San Jose
Tesla,Model 3,2019,car,ELECTRIC,8,5.0,San Jose
Maserati,Ghibli,2017,car,GASOLINE,9,5.0,Sunnyvale
Tesla,Model 3,2018,car,,4,5.0,Palo Alto
Polaris,Slingshot,2016,car,,3,5.0,San Jose
Audi,Q7,2014,suv,GASOLINE,0,,San Jose
Toyota,Prius Prime,2019,car,HYBRID,13,5.0,San Jose
Jaguar,F-TYPE,2014,car,GASOLINE,49,5.0,San Jose
Tesla,Model 3,2020,car,ELECTRIC,1,5.0,Morgan Hill
Tesla,Model X,2017,suv,ELECTRIC,30,4.97,SANTA CLARA
Honda,Odyssey,2019,minivan,GASOLINE,28,5.0,San Jose
Tesla,Model 3,2019,car,,15,4.87,Foster City
Audi,RS 3,2018,car,GASOLINE,26,5.0,Los Gatos
Tesla,Model S,2014,car,ELECTRIC,8,5.0,San Jose
BMW,M4,2016,car,GASOLINE,1,5.0,Santa Clara
BMW,3 Series,2011,car,GASOLINE,12,5.0,San Jose
Porsche,718 Cayman,2018,car,GASOLINE,4,5.0,San Jose
Tesla,Model 3,2019,car,,5,4.4,Palo Alto
INFINITI,Q50,2018,car,GASOLINE,53,4.75,Sunnyvale
BMW,X3,2014,suv,GASOLINE,2,5.0,San Jose
Tesla,Model 3,2018,car,ELECTRIC,55,5.0,Santa Clara
Chevrolet,Corvette Stingray,2014,car,GASOLINE,31,5.0,Fremont
BMW,3 Series,2016,car,GASOLINE,27,4.78,San Jose
Jeep,Wrangler Unlimited,2019,suv,GASOLINE,5,5.0,San Jose
Porsche,911,2014,car,GASOLINE,74,4.93,San Jose
BMW,3 Series,2009,car,GASOLINE,39,4.85,Daly City
Honda,Odyssey,2015,minivan,GASOLINE,85,4.92,San Jose
Tesla,Model 3,2019,car,,8,4.5,Foster City
Mercedes-Benz,C-Class,2009,car,GASOLINE,57,4.93,San Jose
Mercedes-Benz,SLK-Class,2012,car,GASOLINE,24,5.0,Mountain View
Jeep,Wrangler Unlimited,2019,suv,GASOLINE,19,5.0,San Jose
Lexus,RX 350,2010,suv,GASOLINE,38,5.0,San Jose
Ford,Mustang,2010,car,GASOLINE,20,4.8,San Francisco
Porsche,Cayenne,2014,suv,GASOLINE,3,5.0,San Jose
Tesla,Model 3,2020,car,ELECTRIC,0,,Milpitas
BMW,X5,2008,suv,GASOLINE,14,5.0,San Jose
Chevrolet,Corvette,2020,car,GASOLINE,0,,Milpitas
Honda,Civic,2012,car,GASOLINE,47,4.83,San Jose
BMW,M4,2018,car,GASOLINE,51,5.0,Campbell
Mazda,3,2018,car,GASOLINE,29,4.97,San Jose
Honda,Odyssey,2014,minivan,GASOLINE,51,4.84,San Jose
Honda,Odyssey,2019,minivan,GASOLINE,44,4.91,San Jose
Ford,Mustang,2017,car,GASOLINE,19,4.84,Sunnyvale
Ferrari,California,2012,car,GASOLINE,9,4.78,San Jose
Tesla,Model 3,2018,car,ELECTRIC,0,,Sunnyvale
Honda,Odyssey,2013,minivan,GASOLINE,49,4.92,San Jose
Subaru,WRX,2018,car,GASOLINE,109,4.99,San Jose
Toyota,Prius,2016,car,HYBRID,30,4.93,San Jose
Subaru,Ascent,2019,suv,GASOLINE,66,4.94,San Jose
BMW,4 Series,2015,car,GASOLINE,8,5.0,Sunnyvale
Land Rover,Discovery Sport,2016,suv,GASOLINE,1,5.0,San Jose
Tesla,Model 3,2019,car,ELECTRIC,26,4.96,Santa Clara
Tesla,Model 3,2018,car,ELECTRIC,32,4.94,Santa Clara
Tesla,Model X,2017,suv,ELECTRIC,105,4.83,San Jose
Audi,A3,2016,car,GASOLINE,11,4.91,San Jose
Toyota,Highlander Hybrid,2020,suv,HYBRID,0,,San Jose
FIAT,500e,2017,car,ELECTRIC,1,5.0,San Jose
BMW,4 Series Gran Coupe,2016,car,GASOLINE,8,5.0,San Jose
Mercedes-Benz,GL-Class,2014,suv,GASOLINE,5,5.0,Sunnyvale
Acura,ILX,2013,car,GASOLINE,37,4.92,San Jose
BMW,M3,2016,car,GASOLINE,3,5.0,Milpitas
BMW,4 Series,2018,car,GASOLINE,16,5.0,San Jose
Tesla,Model 3,2018,car,,65,4.98,San Jose
BMW,4 Series,2018,car,GASOLINE,35,4.94,Santa Clara
Porsche,Boxster,2014,car,GASOLINE,6,5.0,San Jose
BMW,3 Series,2008,car,GASOLINE,42,5.0,San Jose
BMW,3 Series,2007,car,GASOLINE,34,4.94,San Jose
Audi,S4,2012,car,GASOLINE,1,5.0,Fremont
Tesla,Model 3,2018,car,ELECTRIC,1,5.0,San Jose
Toyota,Sienna,2011,minivan,GASOLINE,87,4.92,San Jose
Toyota,Highlander,2010,suv,GASOLINE,45,4.96,San Jose
Chevrolet,Tahoe,2016,suv,GASOLINE,1,5.0,Morgan Hill
BMW,X3,2008,suv,GASOLINE,35,4.94,San Jose
Ford,Mustang,2014,car,GASOLINE,89,4.98,San Jose
Volvo,XC90,2018,suv,GASOLINE,3,5.0,Sunnyvale
Tesla,Model 3,2019,car,ELECTRIC,0,,Mountain View
Dodge,Challenger,2016,car,GASOLINE,45,4.98,Los Gatos
BMW,M6,2007,car,GASOLINE,2,5.0,San Jose
Jeep,Renegade,2017,suv,GASOLINE,29,4.93,Sunnyvale
Mercedes-Benz,GLE-Class Coupe,2017,suv,GASOLINE,0,,Menlo Park
Mercedes-Benz,SLK-Class,2015,car,GASOLINE,81,4.89,Santa Clara
Subaru,Outback,2018,suv,GASOLINE,8,4.5,Orem
Tesla,Model 3,2018,car,ELECTRIC,56,5.0,Salt Lake City
Ford,Escape,2013,suv,GASOLINE,5,4.8,Orem
Tesla,Model S,2016,car,ELECTRIC,10,5.0,South Jordan
Dodge,Challenger,2018,car,GASOLINE,35,4.97,Salt Lake City
Porsche,Panamera,2018,car,GASOLINE,16,5.0,Salt Lake City
Volkswagen,Jetta,2012,car,DIESEL,57,4.98,Bountiful
Tesla,Model S,2015,car,ELECTRIC,53,5.0,Salt Lake City
Toyota,Prius v,2013,car,HYBRID,19,5.0,Salt Lake City
Ford,Fusion Hybrid,2018,car,HYBRID,1,5.0,Salt Lake City
Tesla,Model 3,2019,car,ELECTRIC,9,5.0,Riverton
Honda,Pilot,2013,suv,GASOLINE,15,5.0,Salt Lake City
Audi,A4,2011,car,GASOLINE,15,5.0,Centerville
Toyota,Corolla,2015,car,GASOLINE,6,5.0,North Salt Lake
Jeep,Grand Cherokee,2016,suv,GASOLINE,28,5.0,Salt Lake City
Tesla,Model 3,2019,car,ELECTRIC,44,4.95,Draper
Tesla,Model S,2016,car,ELECTRIC,20,5.0,Lehi
GMC,Yukon XL,2009,suv,GASOLINE,11,4.91,Draper
Tesla,Model 3,2019,car,ELECTRIC,18,5.0,Farmington
Ford,F-150,2014,truck,GASOLINE,20,4.95,Lehi
Dodge,Grand Caravan,2018,minivan,GASOLINE,5,5.0,Salt Lake City
Toyota,Tundra,2018,truck,GASOLINE,31,5.0,Salt Lake City
Toyota,Sienna,2008,minivan,GASOLINE,42,5.0,Bountiful
Lexus,GX 460,2017,suv,GASOLINE,4,5.0,Park City
Infiniti,QX60,2015,suv,GASOLINE,18,5.0,Riverton
Audi,RS 5,2013,car,GASOLINE,5,5.0,South Jordan
Audi,Q7,2015,suv,GASOLINE,7,5.0,Salt Lake City
Ford,F-150,2016,truck,GASOLINE,3,5.0,Springville
Chevrolet,Suburban,2017,suv,GASOLINE,1,5.0,Orem
Jeep,Wrangler,2014,suv,GASOLINE,15,4.93,American Fork
Tesla,Model Y,2020,suv,ELECTRIC,3,5.0,Salt Lake City
Tesla,Model 3,2018,car,ELECTRIC,9,5.0,Park City
Tesla,Model Y,2020,suv,ELECTRIC,2,5.0,Eagle Mountain
Toyota,Highlander,2017,suv,GASOLINE,4,5.0,Salt Lake City
Kia,Sedona,2016,minivan,GASOLINE,17,5.0,Bountiful
Jeep,Wrangler,2018,suv,GASOLINE,57,5.0,Alpine
Subaru,Legacy,2012,car,GASOLINE,7,5.0,Salt Lake City
Honda,Odyssey,2009,minivan,GASOLINE,35,4.91,Midvale
Ford,Explorer,2017,suv,GASOLINE,8,5.0,Orem
Tesla,Model 3,2019,car,ELECTRIC,9,5.0,Murray
Jeep,Wrangler,2014,suv,GASOLINE,17,5.0,American Fork
Kia,Sedona,2016,minivan,GASOLINE,39,4.92,Lehi
Honda,Pilot,2007,suv,GASOLINE,37,4.95,Salt Lake City
Land Rover,Range Rover Sport,2014,suv,GASOLINE,1,5.0,Lehi
Jeep,Wrangler,2016,suv,GASOLINE,16,5.0,Sandy
Chevrolet,Suburban,2016,suv,GASOLINE,4,5.0,Grantsville
Tesla,Model 3,2020,car,ELECTRIC,0,,Kaysville
Dodge,Grand Caravan,2018,minivan,GASOLINE,5,5.0,Orem
Tesla,Model 3,2017,car,ELECTRIC,10,4.9,Orem
Nissan,Versa,2015,car,GASOLINE,7,5.0,Lehi
Kia,Sorento,2018,suv,GASOLINE,10,5.0,Orem
Dodge,Dart,2015,car,GASOLINE,1,5.0,Orem
Subaru,Outback,2014,suv,GASOLINE,24,5.0,South Jordan
GMC,Sierra 1500,2017,truck,GASOLINE,6,5.0,Salt Lake City
BMW,3 Series,2016,car,GASOLINE,0,,Herriman
Jeep,Wrangler Unlimited,2019,suv,GASOLINE,24,5.0,Salt Lake City
Volkswagen,Jetta,2011,car,DIESEL,26,4.96,Millcreek
Jaguar,XE,2017,car,GASOLINE,38,4.95,Salt Lake City
Chevrolet,Corvette Stingray,2014,car,GASOLINE,53,4.94,South Salt Lake
Ford,F-150,2018,truck,DIESEL,1,5.0,Saratoga Springs
Audi,A4,2015,car,GASOLINE,2,5.0,Salt Lake City
GMC,Yukon XL,2015,suv,GASOLINE,36,4.97,Lehi
Nissan,Armada,2019,suv,GASOLINE,14,5.0,South Jordan
Mercedes-Benz,Sprinter,2018,van,DIESEL,11,5.0,Salt Lake City
Acura,TLX,2018,car,GASOLINE,8,5.0,Salt Lake City
Tesla,Model 3,2020,car,ELECTRIC,0,,Provo
Jeep,Wrangler,2014,suv,GASOLINE,65,4.91,Orem
Ford,Explorer,2017,suv,GASOLINE,14,5.0,Kaysville
Dodge,Durango,2014,suv,GASOLINE,0,,Holladay
Toyota,Sienna,2012,minivan,GASOLINE,2,5.0,Saratoga Springs
Volkswagen,Rabbit,2009,car,GASOLINE,38,4.97,Sandy
Ford,Transit Van,2015,van,GASOLINE,6,5.0,Salt Lake City
Nissan,Armada,2012,suv,GASOLINE,9,4.89,Salt Lake City
FIAT,500L,2014,car,GASOLINE,24,5.0,Farmington
Jeep,Wrangler,2016,suv,GASOLINE,34,4.91,Orem
Audi,Q7,2015,suv,GASOLINE,1,5.0,Holladay
Ford,Escape,2013,suv,GASOLINE,15,4.93,American Fork
Tesla,Model 3,2018,car,ELECTRIC,13,5.0,North Salt Lake
Subaru,Legacy,2017,car,GASOLINE,1,5.0,South Jordan
Infiniti,Q50,2014,car,GASOLINE,31,5.0,Salt Lake City
Tesla,Model X,2016,suv,ELECTRIC,11,4.91,Lehi
Audi,A5 Sportback,2019,car,GASOLINE,4,5.0,Salt Lake City
Tesla,Model 3,2020,car,ELECTRIC,1,5.0,Woods Cross
Mercedes-benz,Sprinter,2019,van,DIESEL,10,5.0,Farmington
GMC,Sierra 1500,2019,truck,GASOLINE,8,5.0,South Jordan
GMC,Yukon XL,2019,suv,GASOLINE,0,,South Jordan
Toyota,Tacoma,2011,truck,GASOLINE,9,5.0,Holladay
Ford,F-150,2016,truck,GASOLINE,22,4.68,Orem
Audi,A4,2012,car,GASOLINE,153,4.98,South Salt Lake
Kia,Stinger,2019,car,GASOLINE,23,4.96,South Jordan
GMC,Yukon XL,2019,suv,GASOLINE,10,5.0,South Jordan
GMC,Sierra 1500,2019,truck,GASOLINE,13,4.92,South Jordan
Hyundai,Santa Fe,2019,suv,GASOLINE,9,5.0,Salt Lake City
Jeep,Grand Cherokee,2014,suv,GASOLINE,44,4.91,Salt Lake City
Ford,Transit Van,2015,van,GASOLINE,21,5.0,Lehi
GMC,Yukon XL,2019,suv,GASOLINE,8,4.75,South Jordan
Jeep,Wrangler,2017,suv,GASOLINE,17,4.94,Salt Lake City
Jeep,Cherokee,2015,suv,GASOLINE,0,,Orem
Jeep,Cherokee,2019,suv,GASOLINE,31,4.97,Salt Lake City
Lincoln,Navigator,2018,suv,GASOLINE,4,5.0,Park City
Jeep,Wrangler,2016,suv,GASOLINE,8,4.88,Lehi
Mercedes-Benz,GLK-Class,2010,suv,GASOLINE,51,4.94,Salt Lake City
Chevrolet,Suburban,2014,suv,GASOLINE,37,4.81,Orem
Lincoln,Navigator L,2019,suv,GASOLINE,4,5.0,Salt Lake City
Lincoln,Navigator,2014,suv,GASOLINE,11,4.91,Salt Lake City
Nissan,Altima,2019,car,GASOLINE,0,,South Jordan
Toyota,4Runner,2017,suv,GASOLINE,10,5.0,American Fork
Nissan,Rogue Sport,2019,suv,GASOLINE,13,4.69,South Jordan
Land Rover,LR4,2013,suv,GASOLINE,18,5.0,Salt Lake City
Nissan,Murano,2019,suv,GASOLINE,8,4.75,South Jordan
Toyota,4Runner,2014,suv,GASOLINE,19,5.0,Murray
Nissan,Altima,2019,car,GASOLINE,5,5.0,South Jordan
Nissan,Altima,2019,car,GASOLINE,3,5.0,South Jordan
Toyota,Tacoma,2008,truck,GASOLINE,5,5.0,South Jordan
Ford,Edge,2017,suv,GASOLINE,2,5.0,Sandy
Audi,Q5,2012,suv,GASOLINE,6,5.0,Murray
MINI,Cooper,2008,car,GASOLINE,6,5.0,Provo
Jeep,Wrangler,2014,suv,GASOLINE,6,5.0,Salt Lake City
Hyundai,Santa Fe Sport,2018,suv,GASOLINE,10,5.0,Draper
Ford,Explorer,2018,suv,GASOLINE,9,5.0,Salt Lake City
Buick,Enclave,2019,suv,GASOLINE,5,4.6,South Jordan
Buick,Enclave,2019,suv,GASOLINE,12,5.0,South Jordan
Subaru,Outback,2016,suv,GASOLINE,0,,Vineyard
BMW,3 Series,2018,car,GASOLINE,61,4.98,American Fork
Nissan,Rogue,2020,suv,GASOLINE,2,5.0,South Jordan
Nissan,GT-R,2012,car,GASOLINE,0,,Herriman
GMC,Acadia,2019,suv,GASOLINE,13,5.0,South Jordan
Nissan,Sentra,2019,car,GASOLINE,4,5.0,South Jordan
Toyota,Sienna,2015,minivan,GASOLINE,7,5.0,Clearfield
Land Rover,Range Rover Sport,2012,suv,GASOLINE,22,4.95,North Salt Lake
Nissan,Rogue,2019,suv,GASOLINE,1,5.0,South Jordan
Toyota,RAV4,2019,suv,GASOLINE,0,,Salt Lake City
Kia,Sedona,2019,minivan,GASOLINE,11,5.0,South Jordan
Kia,Telluride,2020,suv,GASOLINE,16,4.94,South Jordan
GMC,Acadia,2019,suv,GASOLINE,20,5.0,South Jordan
Toyota,Tacoma,2014,truck,GASOLINE,13,4.92,Salt Lake City
Chevrolet,Suburban,2012,suv,GASOLINE,27,5.0,Sandy
Toyota,Tundra,2014,truck,GASOLINE,1,5.0,West Jordan
Toyota,Prius,2012,car,HYBRID,40,5.0,Bountiful
Volkswagen,Jetta,2019,car,GASOLINE,3,4.0,Herriman
Jaguar,F-PACE,2017,suv,GASOLINE,6,5.0,Lindon
Kia,Sedona,2019,minivan,GASOLINE,18,5.0,South Jordan
Toyota,RAV4,2019,suv,GASOLINE,24,5.0,South Jordan
Jeep,Wrangler,2012,suv,GASOLINE,45,4.96,Bountiful
Tesla,Model X,2018,suv,ELECTRIC,0,,Kaysville
Jeep,Gladiator,2020,truck,GASOLINE,6,5.0,North Salt Lake
Kia,Sedona,2019,minivan,GASOLINE,15,4.67,South Jordan
GMC,Acadia,2019,suv,GASOLINE,19,4.95,South Jordan
Kia,Sedona,2019,minivan,GASOLINE,15,4.8,South Jordan
Nissan,Leaf,2018,car,ELECTRIC,0,,Sandy
Jeep,Patriot,2015,suv,GASOLINE,8,4.88,American Fork
Subaru,Forester,2014,suv,GASOLINE,40,4.95,Farmington
Honda,Pilot,2015,suv,GASOLINE,7,5.0,Salt Lake City
Chrysler,Sebring,2006,car,GASOLINE,4,5.0,Salt Lake City
Nissan,Rogue,2020,suv,GASOLINE,1,4.0,South Jordan
Polaris,Slingshot,2015,car,GASOLINE,13,5.0,West Jordan
Nissan,Frontier,2011,truck,GASOLINE,0,,Vineyard
Mazda,Mazda3,2019,car,GASOLINE,1,5.0,West Valley City
Mercedes-Benz,CLA-Class,2016,car,GASOLINE,0,,Saratoga Springs
Porsche,Cayenne,2009,suv,GASOLINE,53,4.89,North Salt Lake
Honda,Accord,2016,car,,38,4.97,Orem
Ford,F-150,2018,truck,GASOLINE,2,5.0,South Jordan
Volkswagen,Eos,2012,car,GASOLINE,4,4.25,Millcreek
Ford,F-150,2016,truck,GASOLINE,1,5.0,Eden
Toyota,4Runner,2012,suv,GASOLINE,8,5.0,Eden
Genesis,G80,2017,car,GASOLINE,50,5.0,Salt Lake City
Ram,Promaster Cargo Van,2018,van,GASOLINE,14,5.0,Bountiful
Toyota,Tundra,2010,truck,GASOLINE,37,5.0,Bountiful
GMC,Terrain,2019,suv,GASOLINE,20,4.95,South Jordan
Tesla,Model 3,2019,car,ELECTRIC,0,,Layton
Chrysler,Town and Country,2012,minivan,GASOLINE,1,4.0,South Salt Lake
Ford,Taurus,2006,car,GASOLINE,7,4.86,Salt Lake City
Ford,Mustang,2015,car,GASOLINE,89,4.98,Salt Lake City
Chrysler,Town and Country,2015,minivan,GASOLINE,17,4.94,Saratoga Springs
Ram,1500,2013,truck,GASOLINE,10,5.0,Provo
GMC,Acadia,2011,suv,GASOLINE,45,4.82,South Salt Lake
Audi,Q5,2011,suv,GASOLINE,19,5.0,Bountiful
Chrysler,Pacifica,2019,minivan,GASOLINE,2,5.0,Sandy
Hyundai,Tucson,2017,suv,GASOLINE,0,,Lehi
GMC,Terrain,2019,suv,GASOLINE,30,4.83,South Jordan
Toyota,Land Cruiser,2018,suv,GASOLINE,3,5.0,Mapleton
Kia,Rio 5-Door,2019,car,GASOLINE,10,5.0,South Jordan
Kia,Rio 5-Door,2019,car,GASOLINE,11,5.0,South Jordan
Land Rover,LR2,2008,suv,GASOLINE,2,5.0,Orem
Honda,Element,2011,suv,GASOLINE,20,4.9,Bountiful
Buick,Encore,2019,suv,GASOLINE,20,4.9,South Jordan
Kia,Soul,2019,suv,GASOLINE,24,5.0,South Jordan
Toyota,Corolla,2016,car,GASOLINE,85,4.91,Riverton
