vehicle.make,vehicle.model,vehicle.year,vehicle.type,fuelType,reviewCount,rating,location.city
Nissan,GT-R,2016,car,GASOLINE,105,4.86,Las Vegas
BMW,M4,2016,car,GASOLINE,94,5.0,Las Vegas
Audi,A6,2018,car,GASOLINE,1,5.0,Las Vegas
Honda,Accord,2017,car,GASOLINE,36,4.94,Las Vegas
Tesla,Model X,2016,suv,ELECTRIC,36,4.86,Las Vegas
BMW,M4,2018,car,GASOLINE,20,5.0,Las Vegas
Porsche,Macan,2016,suv,GASOLINE,98,4.77,Las Vegas
Tesla,Model X,2016,suv,ELECTRIC,127,4.98,Las Vegas
Nissan,Pathfinder,2015,suv,GASOLINE,41,4.61,Las Vegas
Jaguar,F-TYPE,2016,car,GASOLINE,137,4.95,Las Vegas
Porsche,Boxster,2013,car,GASOLINE,221,4.86,Las Vegas
Maserati,Ghibli,2017,car,GASOLINE,4,5.0,Las Vegas
Dodge,Durango,2016,suv,GASOLINE,58,4.64,Las Vegas
Alfa Romeo,4C,2016,car,GASOLINE,133,4.97,Las Vegas
Nissan,GT-R,2009,car,GASOLINE,67,5.0,Las Vegas
Porsche,Boxster,2013,car,GASOLINE,134,4.89,Las Vegas
Maserati,Ghibli,2016,car,GASOLINE,45,4.96,Las Vegas
Tesla,Model 3,2020,car,ELECTRIC,0,,Las Vegas
Maserati,Ghibli,2017,car,GASOLINE,7,5.0,Las Vegas
Tesla,Model 3,2018,car,ELECTRIC,16,4.81,Las Vegas
Cadillac,Escalade ESV,2017,suv,GASOLINE,0,,Las Vegas
BMW,2 Series,2017,car,GASOLINE,160,4.91,Las Vegas
Mercedes-Benz,S-Class,2016,car,GASOLINE,24,5.0,Henderson
Land Rover,Range Rover Sport,2015,suv,GASOLINE,18,5.0,Henderson
Tesla,Model 3,2018,car,ELECTRIC,107,4.99,Las Vegas
Dodge,Challenger,2018,car,GASOLINE,41,5.0,Las Vegas
Maserati,Ghibli,2015,car,GASOLINE,0,,Las Vegas
Tesla,Model 3,2020,car,ELECTRIC,7,5.0,Las Vegas
Cadillac,Escalade ESV,2017,suv,GASOLINE,41,5.0,Las Vegas
Jeep,Cherokee,2017,suv,GASOLINE,55,4.85,Las Vegas
Jaguar,XJ,2013,car,GASOLINE,0,,Las Vegas
Tesla,Model X,2018,suv,ELECTRIC,11,4.91,Las Vegas
Jeep,Wrangler,2016,suv,GASOLINE,98,4.96,Las Vegas
Land Rover,Range Rover Sport,2014,suv,GASOLINE,79,5.0,Las Vegas
BMW,i8,2015,car,HYBRID,23,5.0,Henderson
Tesla,Model 3,2020,car,ELECTRIC,9,4.89,Las Vegas
Nissan,Rogue,2018,suv,GASOLINE,38,4.82,Las Vegas
BMW,X5,2015,suv,GASOLINE,146,4.92,Las Vegas
Tesla,Model X,2018,suv,ELECTRIC,1,5.0,Las Vegas
Audi,TT RS,2020,car,GASOLINE,8,5.0,Las Vegas
Porsche,911,2014,car,GASOLINE,232,4.95,Las Vegas
Tesla,Model 3,2018,car,ELECTRIC,41,5.0,Henderson
Jeep,Wrangler,2017,suv,GASOLINE,13,5.0,Las Vegas
Nissan,GT-R,2017,car,GASOLINE,12,4.67,Las Vegas
Tesla,Model 3,2020,car,ELECTRIC,34,4.74,Las Vegas
Chevrolet,Corvette Stingray,2014,car,GASOLINE,53,4.96,Las Vegas
Cadillac,Escalade,2015,suv,GASOLINE,38,4.97,Las Vegas
Tesla,Model S,2016,car,ELECTRIC,74,5.0,Las Vegas
Hyundai,Sonata,2013,car,GASOLINE,34,4.88,Las Vegas
Tesla,Model X,2017,suv,ELECTRIC,48,5.0,Las Vegas
Tesla,Model 3,2019,car,ELECTRIC,19,5.0,Las Vegas
Tesla,Model 3,2017,car,ELECTRIC,29,5.0,Las Vegas
Bentley,Continental GT Speed,2014,car,GASOLINE,12,5.0,Las Vegas
BMW,M3,2017,car,GASOLINE,12,5.0,Las Vegas
Mercedes-Benz,S-Class,2015,car,GASOLINE,10,5.0,Las Vegas
Mercedes-benz,C-Class,2019,car,GASOLINE,44,5.0,Las Vegas
Honda,Civic,2017,car,GASOLINE,119,4.96,Las Vegas
Jaguar,F-TYPE,2017,car,GASOLINE,51,4.96,Henderson
BMW,M4,2016,car,GASOLINE,33,4.82,Las Vegas
BMW,4 Series,2016,car,GASOLINE,34,4.94,Las Vegas
Toyota,Corolla,2017,car,GASOLINE,127,5.0,Las Vegas
BMW,7 Series,2013,car,GASOLINE,7,4.57,Las Vegas
Infiniti,QX50,2019,suv,GASOLINE,31,5.0,Las Vegas
Alfa Romeo,4C,2016,car,GASOLINE,5,5.0,Las Vegas
Tesla,Model 3,2018,car,ELECTRIC,5,5.0,Las Vegas
BMW,i8,2016,car,HYBRID,47,5.0,Las Vegas
Chevrolet,Corvette,2017,car,GASOLINE,10,5.0,Las Vegas
Tesla,Model S,2013,car,ELECTRIC,53,4.94,Las Vegas
Kia,Soul,2020,suv,GASOLINE,14,5.0,Las Vegas
Mercedes-Benz,E-Class,2017,car,GASOLINE,8,5.0,Las Vegas
Tesla,Model X,2017,suv,ELECTRIC,6,5.0,Las Vegas
Porsche,Cayman,2015,car,GASOLINE,24,5.0,Las Vegas
Jaguar,F-TYPE,2017,car,GASOLINE,1,5.0,Las Vegas
Maserati,GranTurismo,2014,car,GASOLINE,0,,Las Vegas
Tesla,Model 3,2019,car,ELECTRIC,29,4.83,Las Vegas
BMW,4 Series,2018,car,GASOLINE,54,4.98,Las Vegas
GMC,Yukon XL,2015,suv,GASOLINE,2,5.0,Las Vegas
BMW,3 Series,2018,car,GASOLINE,89,4.93,Las Vegas
Tesla,Model S,2015,car,ELECTRIC,61,4.92,Las Vegas
Tesla,Model 3,2018,car,ELECTRIC,76,4.99,Las Vegas
Subaru,Outback,2019,suv,GASOLINE,71,5.0,Las Vegas
Land Rover,Range Rover Sport,2014,suv,GASOLINE,57,5.0,Las Vegas
Audi,Q5,2019,suv,GASOLINE,11,5.0,Las Vegas
Tesla,Model X,2019,suv,ELECTRIC,2,5.0,Las Vegas
Chevrolet,Malibu,2015,car,GASOLINE,32,4.81,Las Vegas
Mercedes-Benz,E-Class,2017,car,GASOLINE,22,5.0,Las Vegas
Dodge,Challenger,2018,car,GASOLINE,24,4.96,Las Vegas
Audi,R8,2015,car,GASOLINE,20,5.0,Las Vegas
Audi,A6,2016,car,GASOLINE,0,,Las Vegas
Mercedes-Benz,C-Class,2017,car,GASOLINE,80,4.99,Las Vegas
Chevrolet,Corvette Stingray,2014,car,GASOLINE,321,5.0,Las Vegas
Mitsubishi,Outlander,2019,suv,GASOLINE,15,5.0,Las Vegas
Mercedes-Benz,S-Class,2017,car,GASOLINE,0,,Las Vegas
Tesla,Model 3,2018,car,ELECTRIC,4,4.0,Las Vegas
Mercedes-Benz,C-Class,2017,car,GASOLINE,110,4.99,Las Vegas
Chevrolet,Cruze,2014,car,GASOLINE,11,4.91,Henderson
Lamborghini,Gallardo,2008,car,GASOLINE,2,4.5,Las Vegas
Toyota,Corolla,2018,car,GASOLINE,46,5.0,Las Vegas
Tesla,Model S,2014,car,ELECTRIC,14,5.0,Las Vegas
BMW,7 Series,2014,car,GASOLINE,1,4.0,Las Vegas
Rolls Royce,Ghost,2011,car,GASOLINE,24,4.96,Las Vegas
Tesla,Model 3,2018,car,ELECTRIC,53,4.98,Las Vegas
Jaguar,XJ,2015,car,GASOLINE,2,4.5,Las Vegas
Mercedes-Benz,CLA-Class,2017,car,GASOLINE,19,5.0,Las Vegas
Jaguar,F-TYPE,2016,car,GASOLINE,193,4.99,Las Vegas
Mercedes-Benz,C-Class,2018,car,GASOLINE,4,5.0,Las Vegas
Tesla,Model X,2018,suv,ELECTRIC,25,5.0,Las Vegas
BMW,M4,2015,car,GASOLINE,124,4.95,Las Vegas
Tesla,Model Y,2020,suv,ELECTRIC,2,5.0,Las Vegas
Volkswagen,Jetta,2018,car,GASOLINE,45,4.98,Las Vegas
Tesla,Model Y,2020,suv,ELECTRIC,6,5.0,Las Vegas
BMW,M3,2018,car,GASOLINE,49,5.0,Las Vegas
Subaru,Ascent,2019,suv,GASOLINE,36,5.0,Las Vegas
Audi,Q7,2018,suv,GASOLINE,45,5.0,Henderson
Land Rover,Range Rover Sport,2011,suv,GASOLINE,5,5.0,Las Vegas
Lexus,RX 350L,2018,suv,GASOLINE,1,5.0,Las Vegas
Porsche,718 Boxster,2018,car,GASOLINE,0,,Las Vegas
Tesla,Model S,2013,car,ELECTRIC,103,4.9,Las Vegas
Tesla,Model X,2018,suv,ELECTRIC,116,4.97,Las Vegas
Jaguar,F-Type,2014,car,GASOLINE,35,4.91,Las Vegas
Mercedes-benz,C-Class,2019,car,GASOLINE,20,5.0,Las Vegas
Tesla,Model 3,2020,car,ELECTRIC,15,5.0,Henderson
Tesla,Model S,2013,car,ELECTRIC,16,4.94,Las Vegas
Toyota,RAV4,2018,suv,GASOLINE,67,5.0,Las Vegas
Polaris,Slingshot,2019,car,GASOLINE,130,4.98,Las Vegas
Porsche,718 Boxster,2017,car,GASOLINE,13,4.69,Las Vegas
Mercedes-benz,CLA-Class,2019,car,GASOLINE,53,4.94,Las Vegas
Mercedes-benz,GLE-Class,2019,suv,GASOLINE,7,5.0,Las Vegas
Tesla,Model X,2017,suv,ELECTRIC,14,5.0,Las Vegas
Ford,Mustang,2019,car,GASOLINE,0,,Las Vegas
Ford,Mustang,2017,car,GASOLINE,58,5.0,Las Vegas
Honda,Pilot,2014,suv,GASOLINE,23,5.0,Las Vegas
Mercedes-Benz,C-Class,2017,car,GASOLINE,17,5.0,Las Vegas
BMW,4 Series,2015,car,GASOLINE,77,4.96,Las Vegas
Polaris,Slingshot,2015,car,GASOLINE,5,5.0,Las Vegas
Polaris,Slingshot,2015,car,GASOLINE,7,5.0,Las Vegas
Chevrolet,Corvette,2017,car,GASOLINE,204,4.84,Las Vegas
BMW,2 Series,2016,car,GASOLINE,24,5.0,Las Vegas
Polaris,Slingshot,2019,car,GASOLINE,59,4.98,Las Vegas
BMW,2 Series,2016,car,GASOLINE,41,5.0,Las Vegas
Lexus,CT 200h,2016,car,HYBRID,44,5.0,Las Vegas
Porsche,Macan,2017,suv,GASOLINE,0,,Las Vegas
Ford,Mustang,2016,car,GASOLINE,26,5.0,Las Vegas
Maserati,GranTurismo,2016,car,GASOLINE,78,4.72,Las Vegas
Volkswagen,Jetta,2014,car,GASOLINE,2,5.0,Las Vegas
Tesla,Model 3,2018,car,ELECTRIC,101,4.98,Las Vegas
Polaris,Slingshot,2015,car,GASOLINE,2,5.0,Las Vegas
BMW,2 Series,2016,car,GASOLINE,34,5.0,Las Vegas
Porsche,Boxster,2016,car,GASOLINE,174,4.97,Las Vegas
Aston Martin,V8 Vantage,2006,car,GASOLINE,8,5.0,Las Vegas
Porsche,Boxster,2013,car,GASOLINE,10,5.0,Las Vegas
Jeep,Wrangler Unlimited,2019,suv,GASOLINE,32,5.0,Las Vegas
Chrysler,300,2015,car,GASOLINE,59,4.8,Las Vegas
BMW,i3,2017,car,ELECTRIC,0,,Las Vegas
Tesla,Model 3,2018,car,ELECTRIC,66,4.95,Las Vegas
Mercedes-Benz,SL-Class,2015,car,GASOLINE,77,4.99,Las Vegas
Dodge,Ram 1500 Classic,2019,truck,GASOLINE,6,5.0,Las Vegas
Porsche,Boxster,2016,car,GASOLINE,116,4.9,Las Vegas
Tesla,Model S,2016,car,ELECTRIC,20,5.0,Henderson
Jaguar,XJ,2016,car,GASOLINE,6,5.0,Las Vegas
Mercedes-Benz,C-Class,2017,car,GASOLINE,37,4.86,Las Vegas
BMW,Z4,2020,car,GASOLINE,3,5.0,North Las Vegas
Jeep,Grand Cherokee,2016,suv,GASOLINE,2,5.0,Las Vegas
Jeep,Wrangler,2014,suv,GASOLINE,33,4.91,Las Vegas
Audi,Q7,2019,suv,GASOLINE,17,4.94,Las Vegas
Lotus,Evora 400,2017,car,GASOLINE,10,5.0,Las Vegas
Dodge,Grand Caravan,2017,minivan,GASOLINE,5,5.0,Las Vegas
Mercedes-Benz,GLC-Class,2018,suv,GASOLINE,98,5.0,Las Vegas
Jeep,Wrangler,2018,suv,GASOLINE,32,5.0,Henderson
Lexus,LC 500,2018,car,GASOLINE,48,4.98,Las Vegas
Audi,Q5,2019,suv,GASOLINE,5,4.2,Las Vegas
Mercedes-Benz,AMG GT,2016,car,GASOLINE,28,4.93,Las Vegas
BMW,X1,2017,suv,GASOLINE,34,5.0,Las Vegas
BMW,M4,2015,car,GASOLINE,195,4.92,Las Vegas
Land Rover,Range Rover Sport,2014,suv,GASOLINE,27,4.81,Las Vegas
Maserati,Levante,2018,suv,GASOLINE,0,,Las Vegas
Porsche,Boxster,2013,car,GASOLINE,200,4.96,Las Vegas
Lexus,LC 500,2018,car,GASOLINE,36,5.0,Las Vegas
Maserati,Ghibli,2019,car,,0,,Las Vegas
Lexus,GX,2019,suv,GASOLINE,17,4.88,Las Vegas
Ford,Mustang,2019,car,GASOLINE,11,5.0,Las Vegas
Audi,R8,2009,car,GASOLINE,3,4.33,Las Vegas
Mercedes-Benz,Metris,2016,minivan,GASOLINE,53,4.89,Las Vegas
Mercedes-Benz,SLK-Class,2014,car,GASOLINE,70,4.97,Las Vegas
INFINITI,QX60,2018,suv,GASOLINE,12,5.0,Las Vegas
Chevrolet,Corvette,2017,car,GASOLINE,153,4.95,Las Vegas
Maserati,Ghibli,2016,car,GASOLINE,7,4.57,Henderson
Dodge,Avenger,2013,car,GASOLINE,0,,Las Vegas
Porsche,Boxster,2015,car,GASOLINE,103,5.0,Las Vegas
Mercedes-Benz,CL-Class,2008,car,GASOLINE,77,4.84,Las Vegas
BMW,M4,2018,car,GASOLINE,85,4.87,Las Vegas
Polaris,Slingshot,2019,car,GASOLINE,4,5.0,Las Vegas
Ferrari,F430,2007,car,GASOLINE,1,5.0,Las Vegas
Dodge,Charger,2019,car,GASOLINE,2,5.0,Las Vegas
Land Rover,LR4,2014,suv,GASOLINE,3,5.0,Las Vegas
Toyota,Corolla,2019,car,GASOLINE,39,5.0,Las Vegas
Audi,A4,2017,car,GASOLINE,32,5.0,Henderson
Hyundai,Sonata,2017,car,GASOLINE,64,4.8,Los Angeles
Honda,Civic,2018,car,GASOLINE,95,4.81,Newport Beach
Nissan,Sentra,2018,car,GASOLINE,69,4.87,Newport Beach
Tesla,Model S,2017,car,ELECTRIC,0,,Inglewood
Maserati,Quattroporte,2014,car,GASOLINE,8,4.88,East Los Angeles
Tesla,Model S,2015,car,ELECTRIC,28,4.79,Buena Park
Ford,Mustang,2016,car,GASOLINE,2,5.0,Los Angeles
Mercedes-Benz,S-Class,2015,car,GASOLINE,5,4.6,Inglewood
Chevrolet,Camaro,2018,car,GASOLINE,95,4.89,Los Angeles
Chevrolet,Camaro,2018,car,GASOLINE,105,4.92,Los Angeles
Saturn,Sky,2007,car,GASOLINE,31,4.97,Los Angeles
Dodge,Challenger,2018,car,GASOLINE,34,4.71,Inglewood
Kia,Soul,2016,car,GASOLINE,12,4.83,Los Angeles
BMW,Z4,2019,car,GASOLINE,35,5.0,El Segundo
Ford,Mustang,2016,car,GASOLINE,6,5.0,Los Angeles
Dodge,Charger,2018,car,GASOLINE,7,5.0,Pasadena
Dodge,Dart,2015,car,GASOLINE,5,5.0,Inglewood
Mercedes-Benz,SLK-Class,2016,car,GASOLINE,96,4.83,Los Angeles
BMW,Z4,2019,car,GASOLINE,71,4.97,Los Angeles
Tesla,Model S,2016,car,ELECTRIC,17,5.0,Los Angeles
Jaguar,F-TYPE,2020,car,GASOLINE,36,4.97,Los Angeles
Kia,Soul,2015,car,GASOLINE,7,5.0,Los Angeles
Alfa-romeo,Giulia,2019,car,GASOLINE,47,4.94,Los Angeles
Tesla,Model 3,2019,car,ELECTRIC,68,4.99,Hawthorne
Porsche,Macan,2015,suv,GASOLINE,55,5.0,Manhattan Beach
Mercedes-Benz,SL-Class,2009,car,GASOLINE,126,4.79,Marina del Rey
Dodge,Challenger,2019,car,GASOLINE,35,4.8,Inglewood
Ford,Mustang,2016,car,GASOLINE,10,5.0,Inglewood
Kia,Cadenza,2014,car,GASOLINE,3,3.67,Inglewood
Hyundai,Tucson,2017,suv,GASOLINE,27,5.0,Pasadena
Jeep,Compass,2015,suv,GASOLINE,48,4.6,Marina del Rey
Chevrolet,Corvette,2016,car,GASOLINE,2,5.0,Los Angeles
Honda,Civic,2014,car,GASOLINE,24,4.83,Los Angeles
Jeep,Patriot,2016,suv,GASOLINE,115,4.89,East Los Angeles
Hyundai,Sonata,2017,car,GASOLINE,0,,Los Angeles
Ford,Mustang,2012,car,GASOLINE,11,4.64,Los Angeles
Toyota,Camry,2018,car,GASOLINE,28,5.0,Inglewood
Ford,Mustang,2019,car,GASOLINE,20,4.95,Los Angeles
Kia,Soul,2016,car,GASOLINE,2,5.0,Los Angeles
Mercedes-Benz,C-Class,2017,car,GASOLINE,49,4.88,Los Angeles
BMW,5-Series,2019,car,HYBRID,35,4.77,Los Angeles
Nissan,Murano,2011,suv,GASOLINE,3,5.0,Inglewood
BMW,7-Series,2019,car,GASOLINE,49,5.0,Glendale
Ford,Mustang,2016,car,GASOLINE,34,4.85,Los Angeles
Nissan,Pathfinder,2014,suv,GASOLINE,1,5.0,Los Angeles
Scion,xB,2011,car,GASOLINE,52,4.94,Los Angeles
Volkswagen,Beetle,2013,car,GASOLINE,9,5.0,Los Angeles
Lexus,NX 300,2018,suv,GASOLINE,2,5.0,Inglewood
Tesla,Model X,2016,suv,ELECTRIC,83,4.88,Los Angeles
Tesla,Model S,2018,car,ELECTRIC,28,5.0,Los Angeles
Mercedes-benz,C-Class,2019,car,GASOLINE,37,4.92,El Segundo
FIAT,124 Spider,2017,car,GASOLINE,89,4.96,Los Angeles
BMW,3 Series,2011,car,GASOLINE,13,4.62,Inglewood
Porsche,Boxster,2016,car,GASOLINE,10,4.7,Inglewood
Mercedes-Benz,C-Class,2016,car,GASOLINE,24,4.96,Inglewood
Tesla,Model X,2018,suv,ELECTRIC,26,5.0,Los Angeles
Volkswagen,Beetle,2013,car,GASOLINE,21,4.95,Los Angeles
Kia,Soul,2019,suv,GASOLINE,0,,Los Angeles
Ford,Mustang,2013,car,GASOLINE,77,4.99,Los Angeles
Maserati,Ghibli,2016,car,GASOLINE,6,5.0,Glendale
Volkswagen,Beetle,2013,car,GASOLINE,13,5.0,Los Angeles
Ford,Mustang,2014,car,GASOLINE,43,4.81,Inglewood
BMW,3 Series,2015,car,GASOLINE,116,4.69,Buena Park
Volkswagen,Jetta,2010,car,GASOLINE,55,4.98,Los Angeles
Toyota,Camry,2016,car,GASOLINE,61,5.0,El Segundo
BMW,i8,2015,car,HYBRID,69,4.91,Los Angeles
MINI,Cooper,2012,car,GASOLINE,14,4.86,Los Angeles
BMW,5 Series,2014,car,GASOLINE,16,4.94,Inglewood
Kia,Optima,2015,car,GASOLINE,3,5.0,Los Angeles
Chevrolet,Corvette,2017,car,GASOLINE,209,4.83,Los Angeles
Hyundai,Sonata,2015,car,GASOLINE,13,4.92,Los Angeles
Mercedes-Benz,C-Class,2018,car,GASOLINE,72,4.93,Los Angeles
Lincoln,MKS,2010,car,GASOLINE,75,4.52,Inglewood
Porsche,Panamera,2011,car,GASOLINE,21,4.81,Torrance
Toyota,Camry,2011,car,GASOLINE,27,4.81,Inglewood
Volkswagen,Passat,2014,car,GASOLINE,19,4.95,Inglewood
BMW,3 Series,2016,car,GASOLINE,72,4.85,Inglewood
Kia,Soul,2014,car,GASOLINE,15,5.0,Los Angeles
Nissan,Rogue,2016,suv,GASOLINE,2,5.0,Los Angeles
Hyundai,Elantra,2017,car,GASOLINE,8,4.88,Inglewood
Toyota,Tacoma,2020,truck,,4,5.0,Monrovia
Mercedes-Benz,C-Class,2015,car,GASOLINE,4,5.0,Inglewood
Kia,Rio,2015,car,GASOLINE,32,4.97,Los Angeles
Mercedes-Benz,S-Class,2017,car,GASOLINE,51,4.98,Los Angeles
Ford,Fiesta,2018,car,GASOLINE,51,4.9,Newport Beach
Tesla,Model 3,2019,car,ELECTRIC,37,4.84,Gardena
Mercedes-benz,CLA-Class,2020,car,GASOLINE,44,4.91,Los Angeles
BMW,M4,2016,car,GASOLINE,94,5.0,El Segundo
Mercedes-Benz,G-Class,2017,suv,GASOLINE,17,5.0,Pasadena
Chrysler,300,2010,car,GASOLINE,80,4.7,Inglewood
Cadillac,XT5,2020,suv,GASOLINE,10,5.0,Los Angeles
Jaguar,F-Type,2014,car,GASOLINE,47,4.98,El Segundo
Kia,Soul,2011,car,GASOLINE,51,4.75,Los Angeles
Ford,Mustang,2006,car,GASOLINE,28,4.71,El Segundo
Mercedes-Benz,C-Class,2011,car,GASOLINE,6,4.17,Inglewood
Toyota,Matrix,2009,car,GASOLINE,114,4.92,Los Angeles
Jeep,Wrangler,2011,suv,GASOLINE,108,4.95,Los Angeles
Ford,Escape,2017,suv,GASOLINE,26,4.92,Los Angeles
Jeep,Compass,2016,suv,GASOLINE,8,4.63,Los Angeles
Hyundai,Sonata,2017,car,GASOLINE,5,5.0,Los Angeles
Honda,Civic Sedan,2019,car,GASOLINE,30,4.97,Newport Beach
Toyota,Corolla,2016,car,GASOLINE,9,5.0,Inglewood
Toyota,Prius c,2017,car,HYBRID,13,5.0,East Los Angeles
Honda,Civic Sedan,2019,car,GASOLINE,0,,Los Angeles
Tesla,Model 3,2019,car,ELECTRIC,21,5.0,Torrance
Jeep,Patriot,2011,suv,GASOLINE,27,4.41,Marina del Rey
Dodge,Dart,2014,car,GASOLINE,23,4.96,East Los Angeles
Tesla,Model X,2019,suv,ELECTRIC,13,5.0,Hawthorne
BMW,3-Series,2019,car,GASOLINE,33,4.97,Los Angeles
Tesla,Model X,2017,suv,ELECTRIC,43,4.93,Los Angeles
Ford,Mustang,2016,car,GASOLINE,61,4.8,Los Angeles
Chevrolet,Impala,2018,car,GASOLINE,20,4.9,Inglewood
Kia,Sorento,2014,suv,GASOLINE,8,5.0,Los Angeles
BMW,7 Series,2017,car,GASOLINE,19,5.0,Los Angeles
Lexus,RX 350,2013,suv,GASOLINE,55,4.91,Inglewood
Hyundai,Sonata,2013,car,GASOLINE,15,5.0,Los Angeles
Mercedes-benz,CLS-Class,2019,car,GASOLINE,13,5.0,Glendale
BMW,7 Series,2018,car,GASOLINE,11,5.0,Los Angeles
Tesla,Model 3,2020,car,ELECTRIC,19,5.0,Los Angeles
Honda,Civic Sedan,2019,car,GASOLINE,26,4.96,Los Angeles
Ford,Mustang,2016,car,GASOLINE,80,4.81,Los Angeles
BMW,3 Series,2013,car,GASOLINE,95,4.83,Los Angeles
BMW,M4,2017,car,GASOLINE,36,4.94,Los Angeles
Ford,Mustang,2018,car,GASOLINE,28,5.0,Los Angeles
Lexus,ES 350,2010,car,GASOLINE,75,4.8,Inglewood
Lamborghini,Huracan,2019,car,GASOLINE,12,5.0,Los Angeles
Porsche,718 Boxster,2017,car,GASOLINE,38,4.95,Los Angeles
Mazda,MX-5 Miata,2016,car,GASOLINE,32,5.0,El Segundo
Land Rover,Range Rover Sport,2016,suv,DIESEL,15,4.93,Los Angeles
Ford,Fiesta,2016,car,GASOLINE,84,4.89,East Los Angeles
Mazda,CX-5,2017,suv,GASOLINE,4,5.0,Pasadena
Dodge,Journey,2017,suv,GASOLINE,78,4.92,East Los Angeles
Mercedes-Benz,S-Class,2016,car,HYBRID,32,4.88,Marina del Rey
Toyota,Camry,2015,car,GASOLINE,31,4.65,Inglewood
Lamborghini,Huracan,2018,car,GASOLINE,42,4.9,Los Angeles
Chevrolet,Corvette,2016,car,GASOLINE,149,4.89,Los Angeles
Ford,Mustang,2019,car,GASOLINE,16,5.0,Calabasas
BMW,5 Series,2018,car,GASOLINE,1,5.0,Pasadena
Chevrolet,Corvette,2019,car,GASOLINE,88,4.92,Los Angeles
Mercedes-Benz,S-Class,2016,car,GASOLINE,2,5.0,Beverly Hills
Porsche,718 Boxster,2017,car,GASOLINE,87,4.99,Los Angeles
Mercedes-Benz,G-Class,2013,suv,GASOLINE,6,5.0,Inglewood
BMW,M4,2015,car,GASOLINE,95,4.96,Torrance
Dodge,Challenger,2018,car,GASOLINE,30,5.0,Los Angeles
BMW,M4,2015,car,GASOLINE,22,4.95,Los Angeles
Dodge,Journey,2018,suv,GASOLINE,50,4.92,East Los Angeles
Porsche,718 Boxster,2018,car,GASOLINE,64,5.0,Los Angeles
Porsche,Boxster,2014,car,GASOLINE,71,4.9,Beverly Hills
Jaguar,F-TYPE,2018,car,GASOLINE,12,5.0,Los Angeles
Porsche,Boxster,2014,car,GASOLINE,64,4.64,Los Angeles
BMW,i8,2016,car,HYBRID,64,5.0,Inglewood
Ford,Mustang,2018,car,GASOLINE,38,4.97,Los Angeles
Tesla,Model S,2015,car,ELECTRIC,13,4.92,Glendale
BMW,3 Series,2009,car,GASOLINE,5,4.0,Inglewood
BMW,Z4,2013,car,GASOLINE,64,4.89,Los Angeles
Toyota,Yaris,2012,car,GASOLINE,82,4.95,Los Angeles
Hyundai,Sonata,2012,car,GASOLINE,1,5.0,Los Angeles
Tesla,Model S,2020,car,,8,5.0,Los Angeles
Lamborghini,Huracan,2019,car,GASOLINE,45,4.89,Beverly Hills
Alfa-romeo,Stelvio,2019,suv,GASOLINE,1,5.0,Los Angeles
Mazda,MX-5 Miata RF,2018,car,GASOLINE,40,4.97,Los Angeles
Honda,Civic Sedan,2019,car,GASOLINE,23,4.87,Inglewood
Land Rover,Range Rover Velar,2020,suv,GASOLINE,10,5.0,Glendale
Toyota,Yaris,2013,car,GASOLINE,32,5.0,Los Angeles
Tesla,Model S,2017,car,ELECTRIC,73,4.96,Los Angeles
Porsche,718 Boxster,2017,car,GASOLINE,31,4.74,Santa Monica
Porsche,Boxster,2014,car,GASOLINE,108,4.9,Santa Monica
Mercedes-Benz,S-Class,2015,car,GASOLINE,9,4.56,Beverly Hills
Ford,Fusion Energi,2019,car,HYBRID,8,5.0,Hawthorne
BMW,7 Series,2018,car,GASOLINE,15,4.87,Los Angeles
Ferrari,488 Gtb,2019,car,GASOLINE,9,5.0,Los Angeles
Tesla,Model 3,2018,car,ELECTRIC,72,5.0,Los Angeles
BMW,7 Series,2016,car,GASOLINE,8,4.88,Inglewood
Mercedes-Benz,G-Class,2017,suv,GASOLINE,110,4.94,Los Angeles
Land Rover,Range Rover Evoque,2012,suv,GASOLINE,0,,Redondo Beach
Hyundai,Sonata,2016,car,GASOLINE,94,4.98,Lexington
Acura,TLX,2015,car,GASOLINE,5,5.0,Lexington
Honda,CR-V,2018,suv,GASOLINE,11,5.0,Lexington
Jeep,Wrangler Unlimited,2019,suv,GASOLINE,12,5.0,Lexington
Chrysler,Town and Country,2013,minivan,GASOLINE,0,,Lexington
Chevrolet,Cruze,2016,car,GASOLINE,13,4.69,Lexington
Chevrolet,Volt,2013,car,ELECTRIC,0,,Lexington
Ford,Fiesta,2018,car,GASOLINE,45,4.96,Lafayette
Ford,Fiesta,2018,car,GASOLINE,23,5.0,Lafayette
Cadillac,Escalade ESV,2015,suv,GASOLINE,3,5.0,Little Rock
Toyota,C-HR,2019,car,GASOLINE,21,5.0,North Little Rock
Chevrolet,Trax,2017,suv,GASOLINE,7,4.43,Alexander
Audi,A3,2019,car,GASOLINE,3,5.0,Little Rock
Ford,Focus,2012,car,GASOLINE,83,4.76,Kansas City
Dodge,Challenger,2018,car,GASOLINE,26,5.0,Kansas City
Hyundai,Sonata,2019,car,GASOLINE,60,4.97,Kansas City
Toyota,Yaris,2017,car,GASOLINE,101,4.91,Kansas City
Toyota,Avalon,2011,car,GASOLINE,11,5.0,Kansas City
Toyota,C-HR,2019,car,GASOLINE,56,4.93,Kansas City
Hyundai,Elantra,2020,car,GASOLINE,12,4.92,Kansas City
